filename,topic,outlet,article,likes,shares,comments,nv1,proximity,clickbait,direction,personalization,filename_surveycompany
centralize_klassekampen_3_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,klassekampen,3,23,987,432,positive,Norway,True,decentralize,False,03395.png
centralize_vg_3_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,vg,3,23,987,4,positive,Norway,True,decentralize,False,03416.png
centralize_vg_3_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,vg,3,23,7,432,positive,Norway,True,decentralize,False,03427.png
"centralize_vg_3_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,vg,3,"6,7k",7,432,positive,Norway,True,decentralize,False,03473.png
centralize_dagbladet_3_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,dagbladet,3,23,7,4,positive,Norway,True,decentralize,False,03493.png
"centralize_dagbladet_3_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,dagbladet,3,"6,7k",987,432,positive,Norway,True,decentralize,False,03508.png
"centralize_klassekampen_3_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,klassekampen,3,"6,7k",7,4,positive,Norway,True,decentralize,False,03575.png
"centralize_nrk_3_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nrk,3,"6,7k",987,432,positive,Norway,True,decentralize,False,03588.png
"centralize_vg_3_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,vg,3,"6,7k",7,4,positive,Norway,True,decentralize,False,03600.png
centralize_nettavisen_3_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nettavisen,3,23,7,4,positive,Norway,True,decentralize,False,03609.png
"centralize_resett_3_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,resett,3,"6,7k",7,4,positive,Norway,True,decentralize,False,03640.png
"centralize_dagbladet_3_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,dagbladet,3,"6,7k",7,4,positive,Norway,True,decentralize,False,03654.png
"centralize_nettavisen_3_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nettavisen,3,"6,7k",7,4,positive,Norway,True,decentralize,False,03723.png
centralize_resett_3_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,resett,3,23,987,4,positive,Norway,True,decentralize,False,03742.png
centralize_aftenposten_3_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,aftenposten,3,23,7,4,positive,Norway,True,decentralize,False,03807.png
"centralize_vg_3_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,vg,3,"6,7k",987,4,positive,Norway,True,decentralize,False,03830.png
centralize_nrk_3_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nrk,3,23,987,4,positive,Norway,True,decentralize,False,03879.png
"centralize_resett_3_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,resett,3,"6,7k",987,432,positive,Norway,True,decentralize,False,03894.png
centralize_dagbladet_3_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,dagbladet,3,23,7,432,positive,Norway,True,decentralize,False,03935.png
centralize_nrk_3_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nrk,3,23,7,4,positive,Norway,True,decentralize,False,03953.png
"centralize_nettavisen_3_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,nettavisen,3,"6,7k",7,432,positive,Norway,True,decentralize,False,04007.png
"centralize_klassekampen_3_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,klassekampen,3,"6,7k",987,432,positive,Norway,True,decentralize,False,04033.png
"centralize_aftenposten_3_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,aftenposten,3,"6,7k",7,432,positive,Norway,True,decentralize,False,04070.png
"centralize_nrk_3_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nrk,3,"6,7k",7,4,positive,Norway,True,decentralize,False,04072.png
centralize_nrk_3_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nrk,3,23,987,432,positive,Norway,True,decentralize,False,04088.png
centralize_nettavisen_3_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nettavisen,3,23,987,432,positive,Norway,True,decentralize,False,04134.png
"centralize_dagbladet_3_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,dagbladet,3,"6,7k",7,432,positive,Norway,True,decentralize,False,04316.png
centralize_klassekampen_3_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,klassekampen,3,23,987,4,positive,Norway,True,decentralize,False,04348.png
centralize_vg_3_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,vg,3,23,7,4,positive,Norway,True,decentralize,False,04373.png
"centralize_aftenposten_3_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,aftenposten,3,"6,7k",987,4,positive,Norway,True,decentralize,False,04375.png
"centralize_resett_3_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,resett,3,"6,7k",7,432,positive,Norway,True,decentralize,False,04407.png
"centralize_resett_3_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,resett,3,"6,7k",987,4,positive,Norway,True,decentralize,False,04479.png
"centralize_klassekampen_3_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,klassekampen,3,"6,7k",7,432,positive,Norway,True,decentralize,False,04506.png
centralize_aftenposten_3_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,aftenposten,3,23,987,432,positive,Norway,True,decentralize,False,04551.png
centralize_resett_3_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,resett,3,23,7,4,positive,Norway,True,decentralize,False,04581.png
centralize_aftenposten_3_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,aftenposten,3,23,7,432,positive,Norway,True,decentralize,False,04617.png
"centralize_aftenposten_3_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,aftenposten,3,"6,7k",7,4,positive,Norway,True,decentralize,False,04622.png
centralize_dagbladet_3_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,dagbladet,3,23,987,432,positive,Norway,True,decentralize,False,04657.png
"centralize_nettavisen_3_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nettavisen,3,"6,7k",987,432,positive,Norway,True,decentralize,False,04676.png
"centralize_vg_3_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,vg,3,"6,7k",987,432,positive,Norway,True,decentralize,False,04785.png
centralize_nettavisen_3_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nettavisen,3,23,987,4,positive,Norway,True,decentralize,False,04975.png
centralize_resett_3_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,resett,3,23,7,432,positive,Norway,True,decentralize,False,05049.png
centralize_nrk_3_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nrk,3,23,7,432,positive,Norway,True,decentralize,False,05264.png
centralize_klassekampen_3_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,klassekampen,3,23,7,432,positive,Norway,True,decentralize,False,05306.png
centralize_dagbladet_3_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,dagbladet,3,23,987,4,positive,Norway,True,decentralize,False,05363.png
"centralize_nettavisen_3_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nettavisen,3,"6,7k",987,4,positive,Norway,True,decentralize,False,05364.png
centralize_nettavisen_4_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nettavisen,4,23,7,432,positive,Norway,False,centralize,True,02732.png
"centralize_dagbladet_4_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,dagbladet,4,"6,7k",987,4,positive,Norway,False,centralize,True,02748.png
"centralize_resett_4_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,resett,4,"6,7k",987,4,positive,Norway,False,centralize,True,02754.png
centralize_aftenposten_4_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,aftenposten,4,23,7,432,positive,Norway,False,centralize,True,02766.png
"centralize_resett_4_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,resett,4,"6,7k",7,4,positive,Norway,False,centralize,True,02804.png
centralize_klassekampen_4_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,klassekampen,4,23,7,432,positive,Norway,False,centralize,True,02914.png
centralize_nettavisen_4_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nettavisen,4,23,987,4,positive,Norway,False,centralize,True,02946.png
"centralize_vg_4_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,vg,4,"6,7k",7,4,positive,Norway,False,centralize,True,03039.png
"centralize_resett_4_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,resett,4,"6,7k",987,432,positive,Norway,False,centralize,True,03043.png
"centralize_klassekampen_4_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,klassekampen,4,"6,7k",987,4,positive,Norway,False,centralize,True,03206.png
centralize_nrk_4_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,nrk,4,23,987,4,positive,Norway,False,centralize,True,03221.png
"centralize_klassekampen_4_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,klassekampen,4,"6,7k",7,432,positive,Norway,False,centralize,True,03266.png
"centralize_nettavisen_4_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nettavisen,4,"6,7k",7,4,positive,Norway,False,centralize,True,03329.png
centralize_aftenposten_4_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,aftenposten,4,23,987,432,positive,Norway,False,centralize,True,03359.png
"centralize_klassekampen_4_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,klassekampen,4,"6,7k",987,432,positive,Norway,False,centralize,True,03486.png
"centralize_aftenposten_4_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,aftenposten,4,"6,7k",7,4,positive,Norway,False,centralize,True,03504.png
"centralize_nrk_4_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,nrk,4,"6,7k",7,4,positive,Norway,False,centralize,True,03549.png
centralize_nettavisen_4_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nettavisen,4,23,987,432,positive,Norway,False,centralize,True,03634.png
"centralize_klassekampen_4_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,klassekampen,4,"6,7k",7,4,positive,Norway,False,centralize,True,03659.png
centralize_klassekampen_4_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,klassekampen,4,23,7,4,positive,Norway,False,centralize,True,03690.png
"centralize_nrk_4_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nrk,4,"6,7k",987,432,positive,Norway,False,centralize,True,03691.png
centralize_resett_4_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,resett,4,23,7,432,positive,Norway,False,centralize,True,03705.png
centralize_klassekampen_4_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,klassekampen,4,23,987,432,positive,Norway,False,centralize,True,03743.png
centralize_vg_4_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,vg,4,23,7,4,positive,Norway,False,centralize,True,03834.png
centralize_resett_4_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,resett,4,23,987,432,positive,Norway,False,centralize,True,03897.png
"centralize_nettavisen_4_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nettavisen,4,"6,7k",987,4,positive,Norway,False,centralize,True,03900.png
"centralize_vg_4_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,vg,4,"6,7k",7,432,positive,Norway,False,centralize,True,03905.png
"centralize_nrk_4_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,nrk,4,"6,7k",7,432,positive,Norway,False,centralize,True,04020.png
centralize_aftenposten_4_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,aftenposten,4,23,987,4,positive,Norway,False,centralize,True,04031.png
centralize_klassekampen_4_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,klassekampen,4,23,987,4,positive,Norway,False,centralize,True,04090.png
centralize_aftenposten_4_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,aftenposten,4,23,7,4,positive,Norway,False,centralize,True,04118.png
centralize_dagbladet_4_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,dagbladet,4,23,987,4,positive,Norway,False,centralize,True,04155.png
"centralize_vg_4_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,vg,4,"6,7k",987,432,positive,Norway,False,centralize,True,04183.png
centralize_vg_4_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,vg,4,23,7,432,positive,Norway,False,centralize,True,04191.png
centralize_resett_4_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,resett,4,23,7,4,positive,Norway,False,centralize,True,04210.png
centralize_dagbladet_4_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,dagbladet,4,23,7,4,positive,Norway,False,centralize,True,04294.png
"centralize_dagbladet_4_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,dagbladet,4,"6,7k",7,4,positive,Norway,False,centralize,True,04420.png
"centralize_aftenposten_4_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,aftenposten,4,"6,7k",987,432,positive,Norway,False,centralize,True,04450.png
"centralize_aftenposten_4_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,aftenposten,4,"6,7k",7,432,positive,Norway,False,centralize,True,04457.png
"centralize_nrk_4_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nrk,4,"6,7k",987,4,positive,Norway,False,centralize,True,04477.png
"centralize_resett_4_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,resett,4,"6,7k",7,432,positive,Norway,False,centralize,True,04571.png
"centralize_vg_4_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,vg,4,"6,7k",987,4,positive,Norway,False,centralize,True,04600.png
centralize_nettavisen_4_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nettavisen,4,23,7,4,positive,Norway,False,centralize,True,04677.png
"centralize_aftenposten_4_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,aftenposten,4,"6,7k",987,4,positive,Norway,False,centralize,True,04728.png
"centralize_dagbladet_4_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,dagbladet,4,"6,7k",987,432,positive,Norway,False,centralize,True,04761.png
centralize_dagbladet_4_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,dagbladet,4,23,987,432,positive,Norway,False,centralize,True,04869.png
"centralize_nettavisen_4_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,nettavisen,4,"6,7k",7,432,positive,Norway,False,centralize,True,04891.png
centralize_nrk_4_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nrk,4,23,987,432,positive,Norway,False,centralize,True,04999.png
centralize_resett_4_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,resett,4,23,987,4,positive,Norway,False,centralize,True,05032.png
centralize_vg_4_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,vg,4,23,987,4,positive,Norway,False,centralize,True,05043.png
centralize_nrk_4_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,nrk,4,23,7,432,positive,Norway,False,centralize,True,05074.png
"centralize_nettavisen_4_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,nettavisen,4,"6,7k",987,432,positive,Norway,False,centralize,True,05086.png
centralize_dagbladet_4_23 liker_7 delinger_432 kommentarer_cropped.png,centralize,dagbladet,4,23,7,432,positive,Norway,False,centralize,True,05131.png
"centralize_dagbladet_4_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,dagbladet,4,"6,7k",7,432,positive,Norway,False,centralize,True,05181.png
centralize_vg_4_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,vg,4,23,987,432,positive,Norway,False,centralize,True,05253.png
centralize_nrk_4_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nrk,4,23,7,4,positive,Norway,False,centralize,True,05365.png
"centralize_resett_5_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,resett,5,"6,7k",987,432,positive,Norway,False,centralize,False,02705.png
"centralize_klassekampen_5_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,klassekampen,5,"6,7k",987,432,positive,Norway,False,centralize,False,02723.png
centralize_aftenposten_5_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,aftenposten,5,23,7,4,positive,Norway,False,centralize,False,02774.png
"centralize_resett_5_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,resett,5,"6,7k",7,4,positive,Norway,False,centralize,False,02788.png
"centralize_dagbladet_5_6,7k liker_987 delinger_432 kommentarer_cropped.png",centralize,dagbladet,5,"6,7k",987,432,positive,Norway,False,centralize,False,02812.png
centralize_nrk_5_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,nrk,5,23,7,4,positive,Norway,False,centralize,False,02879.png
centralize_aftenposten_5_23 liker_987 delinger_4 kommentarer_cropped.png,centralize,aftenposten,5,23,987,4,positive,Norway,False,centralize,False,02928.png
"centralize_nettavisen_5_6,7k liker_7 delinger_432 kommentarer_cropped.png",centralize,nettavisen,5,"6,7k",7,432,positive,Norway,False,centralize,False,02935.png
"centralize_vg_5_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,vg,5,"6,7k",987,4,positive,Norway,False,centralize,False,02971.png
centralize_nettavisen_5_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,nettavisen,5,23,987,432,positive,Norway,False,centralize,False,02978.png
"centralize_nrk_5_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,nrk,5,"6,7k",987,4,positive,Norway,False,centralize,False,02996.png
"centralize_klassekampen_5_6,7k liker_987 delinger_4 kommentarer_cropped.png",centralize,klassekampen,5,"6,7k",987,4,positive,Norway,False,centralize,False,03085.png
"centralize_vg_5_6,7k liker_7 delinger_4 kommentarer_cropped.png",centralize,vg,5,"6,7k",7,4,positive,Norway,False,centralize,False,03112.png
centralize_resett_5_23 liker_7 delinger_4 kommentarer_cropped.png,centralize,resett,5,23,7,4,positive,Norway,False,centralize,False,03167.png
centralize_aftenposten_5_23 liker_987 delinger_432 kommentarer_cropped.png,centralize,aftenposten,5,23,987,432,positive,Norway,False,centralize,False,03213.png
